Phone Number Combined,Company Name,Primary SIC Code Description,Company Website,Location Address,Location City,Location State,Location ZIP Code,Executive First Name,Home Business,Credit Rating,Advertising Expense,Latitude,Longitude,Company Description
(650) 994-1111,Mouhannad Almajdalani Dental,Dentists,,320 Washington St,Daly City,CA,94015,,No,Excellent,"$10,000 to $20,000",037.687926,-122.472663,
(650) 897-0504,Mr Drain Plumbing Daly City,Plumbing Contractors,http://Dalycity.Mrdrain.Com,1618 Sullivan Ave # 506,Daly City,CA,94015,Mian,No,Very Good,"$10,000 to $20,000",037.687333,-122.472598,
(650) 878-8882,Mr Fong Bbq & Noodles,Restaurants,,950 King Plz,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.651354,-122.468441,
(650) 997-3800,Mr Patch Roofing & Maintenance,Roofing Contractors,,76 Lausanne Ave,Daly City,CA,94014,,No,Excellent,"$10,000 to $20,000",037.699710,-122.459692,
(650) 991-3673,Mr Pickles Sandwich Shop,Restaurants,http://Dcmrpickles.Com,1301 Sullivan Ave,Daly City,CA,94015,Elias,No,Very Good,"Less than $5,000",037.690747,-122.471665,
(650) 994-4400,Mr Pizza Man,Restaurants,http://Mrpizzamanofdalycity.Com,321 87th St,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.693200,-122.474597,
(415) 390-0985,Mr Rooter Plumbing,Plumbing Contractors,http://Mrrooter.Com,1900 Sullivan Ave,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.679536,-122.474395,
(415) 656-1818,Myan Automotive Repair,Automobile Repairing & Service,,2579 Geneva Ave,Daly City,CA,94014,Kin,No,Very Good,"Less than $5,000",037.707657,-122.416722,
(650) 992-1500,"Nakamoto, Douglas K DDS",Dentists,,333 Gellert Blvd # 125,Daly City,CA,94015,Douglas K,No,Excellent,,037.666653,-122.466813,
(650) 755-5151,Nanotech Industries Inc,Computers-Service & Repair,http://Nanotechindustriesinc.Com,950 John Daly Blvd # 260,Daly City,CA,94015,Joseph,No,Very Good,"$5,000 to $10,000",037.701168,-122.485979,
(650) 991-1900,Nation Home Financial Inc,Real Estate Management,,345 Gellert Blvd # D,Daly City,CA,94015,Christina,No,Very Good,"$10,000 to $20,000",037.666585,-122.468587,
(650) 755-8880,Nation's Giant Hamburgers,Restaurants,http://Nationsrestaurants.Com,301 S Mayfair Ave,Daly City,CA,94015,Sulbha,No,Excellent,"$20,000 to $50,000",037.701992,-122.481636,
(415) 347-7345,Neil Cudden Painting,Painters,,551 S Mayfair Ave,Daly City,CA,94015,,Yes,Very Good,"Less than $5,000",037.700732,-122.486054,Interior And Exterior Painting
(650) 991-5930,Neuro Skeletal Imaging Assoc,Diagnostic Imaging Centers,,1850 Sullivan Ave # 100,Daly City,CA,94015,Troy,No,Excellent,"$20,000 to $50,000",037.680899,-122.473848,
(650) 755-8128,New Dim Sum King Inc,Restaurants,http://Dimsumkingrestaurant.Com,99 Skyline Plz,Daly City,CA,94015,Peter,No,Excellent,"$5,000 to $10,000",037.682746,-122.488065,
(650) 301-1660,New Haven Home Health Svc,Home Health Service,http://Whub27.Webhostinghub.Com,333 Gellert Blvd # 249a,Daly City,CA,94015,Eunice D,No,Very Good,"Less than $5,000",037.666653,-122.466813,
(650) 878-1289,New Horizons,Candy Making Supplies,,950 King Plz,Daly City,CA,94015,,No,Very Good,"$10,000 to $20,000",037.651354,-122.468441,
(650) 756-5505,Newman Lasik Ctr,Laser Vision Correction,,345 Gellert Blvd # T,Daly City,CA,94015,Ron,No,Very Good,"Less than $5,000",037.666585,-122.468587,
(415) 349-8370,Nick's Kitchen,Restaurants,http://Nicksongrand.Com,2449 Geneva Ave,Daly City,CA,94014,Nicolas,No,Excellent,"$5,000 to $10,000",037.707974,-122.417747,
(650) 755-3230,"Nii, Mark T DDS",Dentists,,341 Westlake Ctr # 351,Daly City,CA,94015,Mark T,No,Excellent,,037.700278,-122.482743,
(415) 337-5555,Nizario's Pizza,Pizza,http://Nizarios.Com,1650 Holloway Ave,San Francisco,CA,94132,,No,Excellent,"$10,000 to $20,000",037.722122,-122.478906,
(415) 608-1388,Noble Fields School,Real Estate Schools,http://Noblefields.Com,6121 Mission St,Daly City,CA,94014,,No,Institution Or Government,"$5,000 to $10,000",037.707132,-122.457304,
(415) 584-1196,Noble Fields School Real Est,Real Estate Schools,,6121 Mission St,Daly City,CA,94014,Noble,No,Institution Or Government,"Less than $5,000",037.707132,-122.457304,
(415) 413-7363,Nor Cal Vet Emergency-Spec Hsp,Veterinarians,http://Bluepearlvet.Com,2201 Junipero Serra Blvd # C,Daly City,CA,94014,Sean,No,Excellent,"$5,000 to $10,000",037.697201,-122.470269,
(415) 740-9558,Norcal Painting & Decorating,Painters,,564 Arballo Dr,San Francisco,CA,94132,Stuart,Yes,Very Good,"Less than $5,000",037.717006,-122.483305,
(650) 550-3923,North East Medical Svc,Physicians & Surgeons,http://Nems.Org,211 Eastmoor Ave,Daly City,CA,94015,Whitney W,No,Excellent,,037.685050,-122.478539,
(650) 756-0694,North Fence & Deck Co,Fence Contractors,http://Northfenceco.Com,251 Station Ave,Daly City,CA,94014,,Yes,Good,"Less than $5,000",037.690619,-122.468731,
(415) 928-2886,Northbay Auto Insurance Ctr,Insurance,http://800-Insurance.Com,7204 Mission St,Daly City,CA,94014,Tom,No,Excellent,"$10,000 to $20,000",037.693540,-122.465126,
(650) 992-6262,Northern Ca Nursing Academy,Nurses & Nurses' Registries,,355 Gellert Blvd # 130,Daly City,CA,94015,Kathrine,No,Excellent,"$10,000 to $20,000",037.666299,-122.468609,
(650) 992-8969,Northridge Family Childcare,Child Care Service,,7 Northridge Dr,Daly City,CA,94015,,No,Very Good,"Less than $5,000",037.680206,-122.491137,
(650) 994-1800,"Nunez, Lourdes M Dmd",Dentists,,343 Gellert Blvd # D,Daly City,CA,94015,Lourdes M,No,Excellent,,037.666866,-122.467572,
(650) 756-0225,"Nuris, Thomas A Aty",Attorneys,,2171 Junipero Serra Blvd # 520,Daly City,CA,94014,Thomas A,No,Excellent,,037.698360,-122.470480,
(415) 452-8816,Occidental Power Solar Co,Power Plant Consultants,http://Oxypower.Com,5983 Mission St,Daly City,CA,94014,Greg,No,Excellent,"$20,000 to $50,000",037.707866,-122.454490,
(650) 757-5379,"Odulio, Jesus R Dmd",Dentists,,347 Gellert Blvd # K,Daly City,CA,94015,Jesus R,No,Excellent,,037.666473,-122.467584,
(650) 757-0400,Ok Heating & Air Conditioning,Air Conditioning Contractors & Systems,,64 Westpark Dr,Daly City,CA,94015,David,Yes,Good,"Less than $5,000",037.706563,-122.485485,
(650) 993-4689,One Auto,Automobile Repairing & Service,http://Theoneauto.Com,536 Lisbon St,Daly City,CA,94014,Chun,No,Very Good,"$5,000 to $10,000",037.688754,-122.460239,
(650) 731-3071,Onemain Financial,Loans-Personal,http://Onemainfinancial.Com,333 Gellert Blvd # 121,Daly City,CA,94015,,No,Very Good,"$50,000 to $100,000",037.666653,-122.466813,"Onemain Financial Provides Personal Loans With One-On-One, Local Service At Branches Nationwide."
(650) 389-9988,Orangetheory Fitness,Health Clubs Studios & Gymnasiums,http://Orangetheoryfitness.Com,51 Colma Blvd,Colma,CA,94014,,No,Very Good,"$10,000 to $20,000",037.676915,-122.468052,
(650) 755-8863,Oriental Kitchen,Restaurants,http://Orientalkitchencolma.Com,7 San Pedro Rd,Daly City,CA,94014,John,No,Very Good,"Less than $5,000",037.688737,-122.466847,
(650) 755-7400,Original Joe's Westlake,Restaurants,http://Originaljoes.Com,11 Glenwood Ave,Daly City,CA,94015,Harold,No,Excellent,"Over $250,000",037.701974,-122.486130,
(650) 756-3395,Our Lady Of Mercy School,Schools,http://Olmbulldogs.Com,7 Elmwood Dr,Daly City,CA,94015,Jeffrey,No,Institution Or Government,,037.699342,-122.488783,"Our Lady Of Mercy School Is A Catholic, Coeducational Parish Elementary School That Has An Annual Enrollment Of More Than 500 Students IN Kindergarten Through Grade Eight. It Is Accredited By The Western Catholic Education Association And Western Association Of Schools And Colleges. Our Lady Of Mercy School Has A Staff Of Full-Time Counselors That Provide Assistance To Students And Their Families. The School Has A Library That Provides Access To More Than 7,000 Books. Its Core Curriculum Includes Art, Music, Computer And Physical Education, Math, Science And Social Studies. Our Lady Of Mercy School Has Been Operational For More Than 50 Years And Is Located IN Daly City, Calif."
(650) 755-9786,Our Lady Of Perpetual Help,Churches,http://Olphdalycity.Weebly.Com,60 Wellington Ave,Daly City,CA,94014,Antonio G,No,Institution Or Government,,037.704980,-122.460633,
(650) 755-4438,Our Lady-Perpetual Help Sch,Schools,http://Olphdc.Org,80 Wellington Ave,Daly City,CA,94014,Katie,No,Institution Or Government,,037.705141,-122.460386,
(415) 239-0213,Our Special Place,Child Care Service,,226 Capitol Ave,San Francisco,CA,94112,Mary,Yes,Very Good,"Less than $5,000",037.712684,-122.458881,
(650) 756-3691,Outback Steakhouse,Restaurants,http://Outback.Com,371 Gellert Blvd,Daly City,CA,94015,Frances,No,Excellent,"$50,000 to $100,000",037.665579,-122.466901,"Outback Steakhouse Is An Australian-Themed Chain Of Restaurants That Offers A Variety Of Chicken, Ribs, Seafood And Pasta Dishes. It Offers A Range Of Food Items, Such As Honey-Cured Bacon, Home-Baked Muffins And Pastries, Steakhouse Salad Wraps And Cookies. The Restaurant Also Offers Other Food Dishes That Include Tortellini Pasta, Chicken Sandwiches, Ribs And Seasoned Rice. IN Addition, The Restaurant Provides Catering Services For Corporate Events, Private Parties, Wedding Receptions, Theme Parties And Sporting Events. It Is A Part Of Osi Restaurant Partners, Which Owns And Operates Various Restaurants, Including Carrabba's Italian Grill, Bonefish Grill, Lee Roy Selmon's And Blue Coral Seafood & Spirits. Outback Steakhouse, Established IN 1988, Maintains A Location IN Daly City, Calif."
(415) 955-7105,Oz Tile & Marble Installation,Contractors-Tile,,1096 S Mayfair Ave,Daly City,CA,94015,Roberto,Yes,Good,"Less than $5,000",037.692906,-122.493968,
(650) 754-1960,Pacific Capital Ntwrk & Realty,Real Estate,,,Daly City,CA,94015,Joyce,No,Excellent,"$5,000 to $10,000",037.680537,-122.478908,
(650) 992-0250,Pacific Restaurant,Restaurants,,250 90th St,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.691325,-122.471539,
(650) 994-5058,Pacific Restaurant,Restaurants,,6356 Mission St,Daly City,CA,94014,Paul,No,Excellent,"$10,000 to $20,000",037.705410,-122.462403,
(650) 353-3130,Pacific Sky Dental,Dentists,http://Pacificskydental.Com,6433 Mission St,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.704480,-122.462439,
(650) 534-2859,Pacifica Senior Living Msn Vll,Residential Care Homes,http://Pacificaseniorliving.Com,995 E Market St,Daly City,CA,94014,,No,Institution Or Government,"Less than $5,000",037.692676,-122.456106,"We Look Forward To Caring For You OR A Loved One And Becoming An Extension Of Your Family. We Love Providing Compassionate, Personalized Care Services That Ensure Dignity And Respect."
(415) 385-1524,Painter's Touch Inc,Painters,,61 Chester St # 1,Daly City,CA,94014,Feliks,No,Excellent,"$5,000 to $10,000",037.687283,-122.459425,
(415) 452-0788,Palace Auto Svc Inc,Automobile Repairing & Service,http://Palaceautoservices.Com,2555 Geneva Ave,Daly City,CA,94014,Oai,No,Very Good,"$5,000 to $10,000",037.707687,-122.416828,
(650) 756-4200,Palo Alto Med Foundation Bay,Physicians & Surgeons,http://Sutterhealth.Org,1800 Sullivan Ave # 202,Daly City,CA,94015,Lynn,No,Excellent,"$20,000 to $50,000",037.680921,-122.474772,"Founded IN 1965, Bay Area Pediatric Medical Group, Also Known As Bapmg, Is A Health Care Center. Located IN Daly City, Calif., It Offers A Range Of Treatment Services For Children. The Center Provides Treatment For Attention Deficit Hyperactivity Disorder, Anemia, Itching, Bed-Wetting, Bulimia Nervosa, Allergies, Headaches, Alcohol Abuse, Attitude Sicknesses, Bacterial Conjunctivitis, Urinary Tract Infections, Blocked Tear Ducts, Burns And Bone Injuries. It Also Offers Diagnosis And Treatment Services For Cellulites, Chickenpox, Constipation, Cystic Fibrosis And Cerebral Palsy. The Center Offers Nutrition And Breastfeeding Information And Guidance Services. IN Addition, It Operates A 24-Hour Telephone Center And Provides Advice On Various Health-Related Problems."
(650) 992-4200,Palo Alto Med Foundation Bay,Physicians & Surgeons,http://Sutterhealth.Org,901 Campus Dr # 111,Daly City,CA,94015,Marie,No,Excellent,,037.665400,-122.475883,
(650) 652-8500,Palo Alto Medical Foundation,Physicians & Surgeons,http://Sutterhealth.Org,901 Campus Dr # 111,Daly City,CA,94015,Emanuel,No,Excellent,"$10,000 to $20,000",037.665400,-122.475883,"Dr. Michael Mcnamara, M.D. Is Located IN Daly City, CA, And Is Part Of The Sutter Health Network Dedicated To Creating A More Personalized Healthcare Experience."
(650) 992-9901,Pampanga's Cuisine,Restaurants,,40 San Pedro Rd,Daly City,CA,94014,Charlie,No,Very Good,"Less than $5,000",037.688908,-122.467006,
(650) 758-1710,Panda Express,Restaurants,http://Pandaexpress.Com,701 Westlake Ctr,Daly City,CA,94015,Michael,No,Excellent,"$20,000 to $50,000",037.700206,-122.482921,
(650) 991-8868,Panda Express,Restaurants,http://Pandaexpress.Com,86 Serramonte Ctr # 703,Daly City,CA,94015,,No,Excellent,"$20,000 to $50,000",037.673882,-122.469286,
(650) 757-1064,Panera Bread,Restaurants,http://Panerabread.Com,307 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.668310,-122.468653,
(650) 992-8124,"Pangilinan, Gerlita Q Dmd",Dentists,,333 Gellert Blvd # 203,Daly City,CA,94015,Gerlita Q,No,Excellent,,037.666653,-122.466813,
(650) 757-1600,Panos Insurance,Insurance,,295 89th St # 208,Daly City,CA,94015,Jennifer,No,Excellent,"$5,000 to $10,000",037.691597,-122.471913,
(415) 586-7272,Papa John's Pizza,Pizza,http://Papajohns.Com,69 Cambon Dr,San Francisco,CA,94132,Herman,No,Excellent,"$20,000 to $50,000",037.717980,-122.474442,
(415) 468-5300,Papa Ray's Pizza,Pizza,http://Geneva.Paparayspizzaca.Com,2731 Geneva Ave,Daly City,CA,94014,Eli,No,Excellent,"$5,000 to $10,000",037.707212,-122.415155,
(650) 994-9000,Papa Ray's Pizza,Restaurants,http://Paparaypizza.Com,301 Miriam St,Daly City,CA,94014,,No,Excellent,"$5,000 to $10,000",037.699331,-122.464753,
(650) 757-1109,Party City,Party Supplies,http://Partycity.Com,151b Serramonte Ctr # 2,Daly City,CA,94015,,No,Very Good,"$20,000 to $50,000",037.680537,-122.478908,"Whether You'Re Hosting A Kid's Birthday Party, A Baby Shower, A Halloween Costume Party, OR A Holiday Event, Party City IN Daly City Offers Themed Party Supplies For Every Season And Occasion, At A Price You Can Afford. With The Biggest Selection Of Boys And Girls Birthday Parties, Holiday Party Supplies, Theme Party Supplies, And Costumes For Halloween, Party City At 151b Serramonte Center Is Your One Stop Party Store. We'Ve Been IN The Party Business For Nearly 30 Years And Are Still Growing Fast, Thanks To Our Commitment To Value And Service, And To A Loyal Customer Base. We Test All Our Costumes, Decorations, And Favors For Quality And Safety To Ensure The Best Possible Customer Experience. If A Product Doesn't Pass Muster, We Simply Won't Sell It. We Want You To Be Happy With Your Purchase, And We'Re Here To Help IN Any Way. So Start Your Birthday, Holiday, And Halloween Shopping At Party City, Where The Party Supplies Are Always Plentiful And Affordable, And Where Fun Is Always The Order Of The Day!"
(650) 994-3000,Pediahealth Medical Group,Physicians & Surgeons,http://Pediahealthmedicalgroup.Com,901 Campus Dr # 210,Daly City,CA,94015,Ofelia O,No,Excellent,,037.665400,-122.475883,
(650) 754-9188,Peeka-Boo Family Daycare,Child Care Service,,4145 Callan Blvd,Daly City,CA,94015,Joyce,Yes,Very Good,"Less than $5,000",037.653269,-122.469511,
(650) 991-0405,Peninsula Allergy Assoc,Physicians & Surgeons,http://Peninsulaallergyassociates.Com,1800 Sullivan Ave # 502,Daly City,CA,94015,Betty,No,Excellent,,037.680921,-122.474772,
(650) 741-1537,Peninsula Del Rey,Senior Citizens Housing,http://Srgseniorliving.Com,165 Pierce St,Daly City,CA,94015,Bryon,No,Excellent,"Less than $5,000",037.685535,-122.473249,"Enjoy A Blend Of Comfort, Style And Bay Area Living At Peninsula Del Rey, A Retirement Community From Srg. Experience The Gold Standard Of Senior Living."
(650) 756-9583,Pet Services,Pet Boarding Sitting & Kennels,,,Daly City,CA,94015,Elizabeth,No,Very Good,"Less than $5,000",037.680537,-122.478908,
(650) 755-8204,Petco,Pet Supplies & Foods-Retail,http://Petco.Com,432 Westlake Ctr,Daly City,CA,94015,Richard,No,Excellent,"$20,000 to $50,000",037.701177,-122.483280,"Visit Your Daly City, CA Petco Animal Supplies For All Of Your Animal Nutrition And Grooming Needs. Our Mission Is Healthier Pets. Happier People. Better World. Located At 432 Westlake Center, Petco Focuses On Nurturing The Powerful Relationship Between People And Pets. We Do This By Providing The Products, Services, Advice And Experiences That Keep Pets Physically Fit, Mentally Alert, Socially Engaged And Emotionally Happy. Petco Provides A Variety Of Nutritional Needs For Your Pets As Well As Grooming, Adoption, And Training Services. Visit Your Local Daly City Petco Animal Supplies Today."
(650) 997-0395,Petsmart,Pet Supplies & Foods-Retail,http://Petsmart.Com,315 Gellert Blvd,Daly City,CA,94015,,No,Excellent,"$50,000 to $100,000",037.667597,-122.468589,
(650) 994-1918,Pho Garden,Restaurants,http://Ww1.Phogardensf.Com,84 Serramonte Ctr,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.671345,-122.471297,
(650) 992-3814,Pho Huynh Hiep 3 Kevin's,Restaurants,http://Kevinnoodlehouse.Com,85 Southgate Ave,Daly City,CA,94015,,No,Excellent,"$5,000 to $10,000",037.697976,-122.481671,
(415) 769-5788,Pho Huynh Restaurant,Restaurants,http://Kevinnoodlehouse.Com,188 Skyline Plz,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.682688,-122.488179,
(650) 756-7500,Pizza Hut,Pizza,http://Pizzahut.Com,35 Skyline Plz,Daly City,CA,94015,Richard,No,Excellent,"$20,000 to $50,000",037.682810,-122.488064,"Get Oven-Hot Pizza, Fast From Your Local Pizza Hut IN Daly City. Enjoy Favorites Like Original Pan Pizza, Breadsticks, Wingstreet Wings, Hershey's Chocolate Chip Cookie, And More. For Customer Support Please Reach Out To Our National Pizza Hut Channel At Www.Facebook.Com/Pizzahutus"
(650) 755-2393,Pizza Hut Express,Pizza,http://Pizzahut.Com,133 Serramonte Ctr,Daly City,CA,94015,,No,Very Good,"$5,000 to $10,000",037.670418,-122.471021,
(650) 994-9080,Planet Fitness,Health Clubs Studios & Gymnasiums,http://Planetfitness.Com,2945 Junipero Serra Blvd,Daly City,CA,94014,Bob,No,Excellent,"$10,000 to $20,000",037.687129,-122.469765,"We'Re Planet Fitness - The Judgement Free Zone. We'Re Known For Our Low Prices, Friendly Staff, And Positive Environment. Our Philosophy Is That IN Our Clubs, You Should Be Free To Get IN Shape, Have Fun, OR Just Kick Back And Relax IN One Of Our Massage Chairs, It's Entirely Up To You."
